TransactionID,TransactionCode,TransactionTypeID,SourceAccountID,DestinationAccountID,EmployeeID,Channel,Amount,Fee,TransactionDate,Description,Status
870,TX00000870,4,523,,46,Counter,1700000,5000,2025-07-17 23:03:52,Thanh toán điện/nước/internet,Success
8871,TX00008871,2,274,,,InternetBanking,100000,0,2025-07-17 23:18:34,Chuyển khoản nội bộ,Success
8722,TX00008722,3,484,287,24,Counter,200000,100,2025-07-17 23:44:35,Chuyển khoản nội bộ,Success
1804,TX00001804,2,43,,9,Counter,100000,0,2025-07-17 23:46:22,Rút tiền ATM,Success
3896,TX00003896,3,61,241,,InternetBanking,20900000,10450,2025-07-18 00:49:31,Chuyển khoản nội bộ,Success
1460,TX00001460,1,,707,,InternetBanking,2000000,0,2025-07-18 04:33:30,Nộp tiền mặt,Success
5759,TX00005759,3,757,423,10,Counter,3300000,1650,2025-07-18 04:52:29,Rút tiền ATM,Success
846,TX00000846,3,81,623,24,Counter,10300000,5150,2025-07-18 06:15:21,Nộp tiền mặt,Success
10976,TX00010976,3,12,6,30,Counter,20200000,10100,2025-07-18 07:19:34,Chuyển khoản nội bộ,Success
3657,TX00003657,3,379,51,42,Counter,1200000,600,2025-07-18 15:08:23,Rút tiền ATM,Success
3629,TX00003629,3,173,343,8,Counter,3500000,1750,2025-07-18 16:04:37,Nộp tiền mặt,Success
3534,TX00003534,3,26,607,25,Counter,100000,0,2025-07-18 16:30:23,Rút tiền ATM,Success
5480,TX00005480,4,506,,11,Counter,500000,10000,2025-07-18 19:06:17,Thanh toán điện/nước/internet,Success
6678,TX00006678,3,68,505,36,Counter,7300000,3650,2025-07-18 20:21:12,Thanh toán điện/nước/internet,Success
5749,TX00005749,3,665,60,32,Counter,2300000,1150,2025-07-18 20:36:36,Chuyển khoản nội bộ,Success
2105,TX00002105,1,,369,,ATM,6400000,0,2025-07-18 20:48:59,Rút tiền ATM,Failed
10814,TX00010814,1,,662,,InternetBanking,13100000,0,2025-07-18 22:16:31,Giao dịch thường,Success
2570,TX00002570,4,727,,37,Counter,5100000,5000,2025-07-18 22:18:29,Giao dịch thường,Success
107,TX00000107,1,,543,1,Counter,10000000,0,2025-07-19 04:41:35,Chuyển khoản nội bộ,Success
3125,TX00003125,2,159,,,InternetBanking,12200000,0,2025-07-19 06:20:22,Nộp tiền mặt,Success
7824,TX00007824,3,194,754,,InternetBanking,25600000,12800,2025-07-19 10:23:56,Giao dịch thường,Success
294,TX00000294,2,665,,13,Counter,1000000,0,2025-07-19 10:25:23,Rút tiền ATM,Success
2652,TX00002652,1,,95,45,Counter,2300000,0,2025-07-19 12:02:28,Chuyển khoản nội bộ,Success
4134,TX00004134,3,510,84,,InternetBanking,2300000,0,2025-07-19 12:50:31,Chuyển khoản nội bộ,Success
4048,TX00004048,3,445,790,21,Counter,14700000,7350,2025-07-19 13:27:29,Giao dịch thường,Success
386,TX00000386,3,858,391,40,Counter,10700000,5350,2025-07-19 16:39:41,Thanh toán điện/nước/internet,Success
6685,TX00006685,3,697,297,31,Counter,100000,50,2025-07-19 20:33:19,Giao dịch thường,Success
9584,TX00009584,3,133,630,6,Counter,2000000,1000,2025-07-19 21:35:24,Thanh toán điện/nước/internet,Success
8375,TX00008375,3,732,350,,InternetBanking,8900000,0,2025-07-19 22:24:48,Nộp tiền mặt,Success
7489,TX00007489,2,515,,24,Counter,2600000,0,2025-07-19 22:50:25,Chuyển khoản nội bộ,Success
1208,TX00001208,1,,469,,InternetBanking,13600000,0,2025-07-20 02:18:02,Nộp tiền mặt,Success
9456,TX00009456,3,675,581,44,Counter,10700000,0,2025-07-20 02:34:01,Rút tiền ATM,Success
5080,TX00005080,3,348,476,10,Counter,200000,100,2025-07-20 03:19:04,Nộp tiền mặt,Success
8598,TX00008598,3,188,697,45,Counter,5500000,0,2025-07-20 03:45:39,Thanh toán điện/nước/internet,Success
4474,TX00004474,3,731,2,,InternetBanking,10500000,5250,2025-07-20 03:55:42,Chuyển khoản nội bộ,Success
10989,TX00010989,3,399,485,,InternetBanking,1800000,900,2025-07-20 04:08:24,Thanh toán điện/nước/internet,Success
8304,TX00008304,1,,303,33,Counter,13200000,0,2025-07-20 05:41:05,Thanh toán điện/nước/internet,Success
7639,TX00007639,1,,175,19,Counter,9700000,0,2025-07-20 05:47:53,Rút tiền ATM,Success
933,TX00000933,3,361,594,39,Counter,2000000,1000,2025-07-20 08:48:18,Nộp tiền mặt,Success
4010,TX00004010,3,84,621,20,Counter,200000,0,2025-07-20 09:12:22,Thanh toán điện/nước/internet,Success
7284,TX00007284,3,776,852,24,Counter,4600000,0,2025-07-20 10:51:02,Rút tiền ATM,Success
8921,TX00008921,3,306,134,24,Counter,100000,50,2025-07-20 12:56:35,Rút tiền ATM,Success
9326,TX00009326,2,423,,33,Counter,100000,0,2025-07-20 16:11:30,Nộp tiền mặt,Success
7460,TX00007460,4,442,,45,Counter,5600000,3000,2025-07-20 16:51:30,Nộp tiền mặt,Success
10463,TX00010463,3,821,730,14,Counter,5100000,2550,2025-07-20 16:55:34,Chuyển khoản nội bộ,Success
10817,TX00010817,1,,707,41,Counter,900000,0,2025-07-20 17:29:22,Chuyển khoản nội bộ,Success
8977,TX00008977,3,745,148,31,Counter,25000000,12500,2025-07-20 20:18:23,Giao dịch thường,Success
6063,TX00006063,2,851,,12,Counter,3600000,0,2025-07-20 21:36:07,Rút tiền ATM,Success
5340,TX00005340,3,683,434,18,Counter,3100000,0,2025-07-20 22:11:23,Thanh toán điện/nước/internet,Success
2189,TX00002189,1,,106,,InternetBanking,4400000,0,2025-07-21 02:03:45,Nộp tiền mặt,Success
8245,TX00008245,3,651,241,33,Counter,2200000,1100,2025-07-21 04:27:00,Giao dịch thường,Success
1813,TX00001813,4,258,,23,Counter,4700000,0,2025-07-21 06:01:05,Chuyển khoản nội bộ,Pending
1174,TX00001174,1,,798,46,Counter,500000,0,2025-07-21 07:15:29,Nộp tiền mặt,Failed
12211,TX00012211,5,126,,48,Counter,6023115,0,2025-07-21 10:00:00,Thanh toán khoản vay 53,Success
4440,TX00004440,1,,547,23,Counter,11800000,0,2025-07-21 10:38:31,Giao dịch thường,Success
5507,TX00005507,1,,449,,InternetBanking,3200000,0,2025-07-21 11:50:03,Thanh toán điện/nước/internet,Success
479,TX00000479,3,678,81,48,Counter,3700000,1850,2025-07-21 12:30:29,Rút tiền ATM,Success
2086,TX00002086,3,576,253,49,Counter,1800000,900,2025-07-21 13:22:10,Chuyển khoản nội bộ,Success
1032,TX00001032,3,206,77,,InternetBanking,800000,400,2025-07-21 13:46:31,Chuyển khoản nội bộ,Success
8189,TX00008189,2,369,,10,Counter,10800000,0,2025-07-21 13:59:00,Rút tiền ATM,Success
841,TX00000841,2,531,,,InternetBanking,100000,0,2025-07-21 14:58:11,Thanh toán điện/nước/internet,Success
1158,TX00001158,2,810,,,InternetBanking,13000000,0,2025-07-21 17:50:49,Nộp tiền mặt,Success
10723,TX00010723,2,374,,19,Counter,18600000,18600,2025-07-21 20:09:04,Rút tiền ATM,Success
10938,TX00010938,3,750,747,,ATM,800000,400,2025-07-21 20:58:54,Rút tiền ATM,Success
9022,TX00009022,3,804,3,39,Counter,100000,50,2025-07-21 22:10:52,Nộp tiền mặt,Success
6151,TX00006151,3,180,117,42,Counter,3800000,1900,2025-07-21 22:28:24,Giao dịch thường,Success
23,TX00000023,3,18,524,41,Counter,5200000,2600,2025-07-22 00:03:33,Chuyển khoản nội bộ,Success
2746,TX00002746,4,535,,21,Counter,3300000,3000,2025-07-22 01:53:12,Chuyển khoản nội bộ,Success
4785,TX00004785,4,570,,9,Counter,1600000,5000,2025-07-22 02:50:48,Rút tiền ATM,Success
3103,TX00003103,4,337,,5,Counter,4100000,0,2025-07-22 03:18:46,Rút tiền ATM,Success
6281,TX00006281,3,469,748,,InternetBanking,20400000,0,2025-07-22 03:38:03,Thanh toán điện/nước/internet,Pending
2,TX00000002,2,679,,41,Counter,2800000,2800,2025-07-22 04:02:08,Chuyển khoản nội bộ,Success
5445,TX00005445,3,470,632,,InternetBanking,1500000,750,2025-07-22 05:59:09,Chuyển khoản nội bộ,Success
5258,TX00005258,3,70,525,6,Counter,1900000,950,2025-07-22 06:47:55,Nộp tiền mặt,Success
12448,TX00012448,5,127,,13,Counter,28460234,5000,2025-07-22 10:00:00,Thanh toán khoản vay 126,Success
2530,TX00002530,3,278,628,,InternetBanking,700000,350,2025-07-22 15:24:54,Nộp tiền mặt,Success
3813,TX00003813,1,,718,9,Counter,6100000,0,2025-07-22 15:48:01,Rút tiền ATM,Success
7372,TX00007372,3,286,224,16,Counter,2600000,1300,2025-07-22 17:46:25,Thanh toán điện/nước/internet,Failed
10357,TX00010357,4,33,,38,Counter,3100000,10000,2025-07-22 19:11:09,Giao dịch thường,Success
2663,TX00002663,3,738,489,,ATM,1200000,0,2025-07-22 20:24:00,Rút tiền ATM,Success
820,TX00000820,3,542,494,,InternetBanking,5400000,2700,2025-07-22 21:51:56,Chuyển khoản nội bộ,Failed
1123,TX00001123,2,335,,,InternetBanking,4000000,4000,2025-07-22 22:37:01,Giao dịch thường,Success
9528,TX00009528,4,584,,,InternetBanking,1100000,5000,2025-07-22 23:16:09,Giao dịch thường,Success
6545,TX00006545,4,30,,11,Counter,5500000,5000,2025-07-23 02:22:55,Chuyển khoản nội bộ,Success
9074,TX00009074,3,131,164,38,Counter,4100000,2050,2025-07-23 08:23:02,Giao dịch thường,Success
11488,TX00011488,3,797,102,3,Counter,2300000,0,2025-07-23 09:05:18,Rút tiền ATM,Success
4603,TX00004603,3,511,688,3,Counter,500000,0,2025-07-23 11:24:11,Chuyển khoản nội bộ,Success
8286,TX00008286,2,478,,39,Counter,100000,100,2025-07-23 12:39:59,Chuyển khoản nội bộ,Success
1760,TX00001760,1,,425,13,Counter,7200000,0,2025-07-23 13:20:25,Chuyển khoản nội bộ,Success
10507,TX00010507,3,446,799,9,Counter,10700000,5350,2025-07-23 14:22:28,Thanh toán điện/nước/internet,Success
2046,TX00002046,3,281,315,19,Counter,300000,150,2025-07-23 17:10:37,Nộp tiền mặt,Success
7220,TX00007220,2,69,,,InternetBanking,2900000,0,2025-07-24 00:03:04,Chuyển khoản nội bộ,Success
11265,TX00011265,1,,373,22,Counter,2900000,0,2025-07-24 03:56:42,Chuyển khoản nội bộ,Success
5383,TX00005383,1,,731,39,Counter,1000000,0,2025-07-24 05:48:07,Giao dịch thường,Success
9163,TX00009163,3,114,552,,ATM,1400000,0,2025-07-24 06:04:28,Rút tiền ATM,Success
9367,TX00009367,2,328,,,InternetBanking,600000,600,2025-07-24 06:09:52,Nộp tiền mặt,Success
4849,TX00004849,1,,838,23,Counter,14200000,0,2025-07-24 07:36:30,Thanh toán điện/nước/internet,Success
4602,TX00004602,2,156,,30,Counter,15400000,15400,2025-07-24 07:41:24,Thanh toán điện/nước/internet,Success
4091,TX00004091,1,,230,1,Counter,10600000,0,2025-07-24 08:36:16,Giao dịch thường,Success
1068,TX00001068,3,504,91,4,Counter,25600000,12800,2025-07-24 10:31:16,Rút tiền ATM,Success
6754,TX00006754,3,566,733,12,Counter,11800000,5900,2025-07-24 11:31:27,Rút tiền ATM,Success
7050,TX00007050,3,53,266,9,Counter,2900000,0,2025-07-24 13:42:30,Nộp tiền mặt,Success
8934,TX00008934,4,106,,26,Counter,1100000,0,2025-07-24 14:36:30,Giao dịch thường,Success
6419,TX00006419,3,757,128,18,Counter,7400000,3700,2025-07-24 14:46:54,Nộp tiền mặt,Success
6195,TX00006195,4,712,,6,Counter,1900000,0,2025-07-24 18:07:38,Thanh toán điện/nước/internet,Success
5736,TX00005736,2,95,,45,Counter,2500000,0,2025-07-24 19:50:17,Thanh toán điện/nước/internet,Success
7700,TX00007700,3,437,287,31,Counter,1300000,650,2025-07-24 21:32:33,Thanh toán điện/nước/internet,Success
8778,TX00008778,3,619,221,40,Counter,4200000,2100,2025-07-24 23:28:27,Giao dịch thường,Success
6052,TX00006052,3,298,111,32,Counter,19200000,9600,2025-07-25 00:10:54,Nộp tiền mặt,Success
4548,TX00004548,1,,738,7,Counter,2300000,0,2025-07-25 00:34:29,Rút tiền ATM,Failed
4087,TX00004087,3,841,762,43,Counter,48200000,24100,2025-07-25 01:36:47,Thanh toán điện/nước/internet,Success
3698,TX00003698,1,,155,40,Counter,13300000,0,2025-07-25 03:48:02,Nộp tiền mặt,Success
11294,TX00011294,1,,146,6,Counter,3900000,0,2025-07-25 04:24:49,Thanh toán điện/nước/internet,Success
1622,TX00001622,3,753,371,,InternetBanking,19600000,0,2025-07-25 04:30:16,Nộp tiền mặt,Success
8726,TX00008726,3,810,652,25,Counter,100000,50,2025-07-25 07:02:55,Chuyển khoản nội bộ,Success
12039,TX00012039,5,240,,34,Counter,103945561,0,2025-07-25 10:00:00,Thanh toán khoản vay 11,Success
9515,TX00009515,2,243,,,InternetBanking,100000,0,2025-07-25 11:38:00,Nộp tiền mặt,Success
4988,TX00004988,4,258,,21,Counter,4600000,3000,2025-07-25 13:35:59,Giao dịch thường,Success
5925,TX00005925,2,705,,,InternetBanking,12200000,0,2025-07-25 15:01:39,Nộp tiền mặt,Success
5463,TX00005463,3,184,26,24,Counter,4400000,2200,2025-07-25 17:44:00,Thanh toán điện/nước/internet,Success
2820,TX00002820,2,279,,13,Counter,2600000,2600,2025-07-25 19:04:57,Chuyển khoản nội bộ,Success
3993,TX00003993,1,,154,,InternetBanking,14500000,0,2025-07-25 19:05:49,Thanh toán điện/nước/internet,Success
10645,TX00010645,3,513,365,1,Counter,1500000,750,2025-07-25 19:31:44,Thanh toán điện/nước/internet,Success
3806,TX00003806,4,548,,,InternetBanking,800000,3000,2025-07-25 20:50:21,Thanh toán điện/nước/internet,Success
2275,TX00002275,3,653,682,3,Counter,9900000,4950,2025-07-25 21:43:18,Thanh toán điện/nước/internet,Success
514,TX00000514,3,768,210,20,Counter,11700000,5850,2025-07-26 01:57:23,Rút tiền ATM,Success
6172,TX00006172,3,336,418,,InternetBanking,200000,0,2025-07-26 05:26:29,Chuyển khoản nội bộ,Success
5937,TX00005937,2,635,,,InternetBanking,100000,0,2025-07-26 06:55:22,Thanh toán điện/nước/internet,Success
8524,TX00008524,3,484,563,,InternetBanking,3000000,0,2025-07-26 07:37:57,Giao dịch thường,Success
10603,TX00010603,1,,735,39,Counter,1200000,0,2025-07-26 13:05:38,Thanh toán điện/nước/internet,Success
8289,TX00008289,1,,547,40,Counter,10400000,0,2025-07-26 13:41:02,Rút tiền ATM,Success
8256,TX00008256,1,,626,40,Counter,11000000,0,2025-07-26 13:42:42,Chuyển khoản nội bộ,Success
2613,TX00002613,2,655,,20,Counter,100000,0,2025-07-26 14:46:29,Nộp tiền mặt,Failed
7323,TX00007323,1,,170,32,Counter,7400000,0,2025-07-26 20:28:48,Giao dịch thường,Success
6224,TX00006224,1,,394,43,Counter,5800000,0,2025-07-27 02:51:16,Giao dịch thường,Success
5277,TX00005277,1,,329,21,Counter,7900000,0,2025-07-27 03:11:02,Chuyển khoản nội bộ,Success
5539,TX00005539,3,686,384,,InternetBanking,600000,300,2025-07-27 03:58:10,Giao dịch thường,Success
11248,TX00011248,3,619,523,11,Counter,18500000,9250,2025-07-27 09:54:24,Nộp tiền mặt,Success
12384,TX00012384,5,854,,46,Counter,17858799,0,2025-07-27 10:00:00,Thanh toán khoản vay 108,Success
6742,TX00006742,2,436,,46,Counter,3100000,0,2025-07-27 10:47:31,Rút tiền ATM,Success
2882,TX00002882,3,613,172,7,Counter,17300000,8650,2025-07-27 11:58:11,Nộp tiền mặt,Success
4578,TX00004578,3,34,94,6,Counter,9600000,4800,2025-07-27 12:06:58,Chuyển khoản nội bộ,Failed
9197,TX00009197,4,170,,4,Counter,4600000,0,2025-07-27 12:25:34,Chuyển khoản nội bộ,Success
5613,TX00005613,4,511,,37,Counter,5100000,0,2025-07-27 15:46:19,Thanh toán điện/nước/internet,Pending
518,TX00000518,1,,34,2,Counter,2300000,0,2025-07-27 15:46:52,Nộp tiền mặt,Success
11045,TX00011045,1,,616,9,Counter,11600000,0,2025-07-27 17:09:09,Thanh toán điện/nước/internet,Success
7524,TX00007524,1,,669,12,Counter,8600000,0,2025-07-27 17:14:56,Giao dịch thường,Pending
11170,TX00011170,2,639,,11,Counter,4100000,0,2025-07-27 17:25:48,Rút tiền ATM,Success
4767,TX00004767,3,513,605,,InternetBanking,400000,200,2025-07-27 18:46:03,Giao dịch thường,Success
8367,TX00008367,3,573,148,25,Counter,3000000,1500,2025-07-27 19:19:08,Rút tiền ATM,Success
9848,TX00009848,4,583,,31,Counter,700000,0,2025-07-27 20:21:02,Rút tiền ATM,Success
183,TX00000183,1,,217,35,Counter,4500000,0,2025-07-27 21:07:36,Nộp tiền mặt,Success
8525,TX00008525,1,,266,5,Counter,1600000,0,2025-07-27 21:11:53,Rút tiền ATM,Success
276,TX00000276,2,423,,,ATM,1400000,0,2025-07-27 21:23:48,Rút tiền ATM,Success
5158,TX00005158,3,330,243,,InternetBanking,2600000,1300,2025-07-27 21:56:52,Nộp tiền mặt,Success
11905,TX00011905,1,,197,13,Counter,9700000,0,2025-07-27 22:17:05,Giao dịch thường,Success
11353,TX00011353,3,418,515,7,Counter,23400000,11700,2025-07-27 22:53:51,Rút tiền ATM,Success
8496,TX00008496,2,205,,43,Counter,300000,300,2025-07-28 00:03:27,Rút tiền ATM,Success
1270,TX00001270,4,189,,13,Counter,5500000,3000,2025-07-28 04:54:02,Giao dịch thường,Success
5123,TX00005123,1,,462,5,Counter,11900000,0,2025-07-28 05:16:45,Nộp tiền mặt,Success
506,TX00000506,2,587,,31,Counter,10600000,10600,2025-07-28 06:31:29,Nộp tiền mặt,Failed
6804,TX00006804,2,696,,,InternetBanking,100000,0,2025-07-28 07:02:25,Thanh toán điện/nước/internet,Success
10801,TX00010801,3,694,607,1,Counter,2700000,0,2025-07-28 09:29:06,Thanh toán điện/nước/internet,Failed
12069,TX00012069,5,809,,6,Counter,6872090,5000,2025-07-28 10:00:00,Thanh toán khoản vay 19,Success
8552,TX00008552,3,290,312,1,Counter,400000,200,2025-07-28 10:00:23,Nộp tiền mặt,Success
10671,TX00010671,3,836,171,,ATM,28000000,0,2025-07-28 10:03:26,Rút tiền ATM,Success
7370,TX00007370,1,,108,49,Counter,14800000,0,2025-07-28 10:25:52,Thanh toán điện/nước/internet,Success
7163,TX00007163,4,153,,45,Counter,4600000,5000,2025-07-28 11:06:30,Thanh toán điện/nước/internet,Success
4192,TX00004192,1,,118,14,Counter,7800000,0,2025-07-28 13:55:02,Thanh toán điện/nước/internet,Success
1143,TX00001143,4,735,,42,Counter,4300000,5000,2025-07-28 15:00:50,Nộp tiền mặt,Success
7368,TX00007368,4,575,,44,Counter,1100000,5000,2025-07-28 17:17:04,Nộp tiền mặt,Success
10114,TX00010114,1,,55,,InternetBanking,5400000,0,2025-07-28 18:19:38,Giao dịch thường,Success
2489,TX00002489,4,173,,18,Counter,1600000,10000,2025-07-28 18:24:14,Giao dịch thường,Success
9899,TX00009899,2,66,,,InternetBanking,3400000,0,2025-07-28 20:32:28,Chuyển khoản nội bộ,Success
4404,TX00004404,1,,614,26,Counter,4700000,0,2025-07-28 22:38:22,Giao dịch thường,Success
8613,TX00008613,2,102,,,InternetBanking,400000,0,2025-07-28 23:52:57,Thanh toán điện/nước/internet,Success
1374,TX00001374,2,448,,8,Counter,1300000,0,2025-07-28 23:53:41,Chuyển khoản nội bộ,Success
4141,TX00004141,1,,434,,InternetBanking,4100000,0,2025-07-29 02:07:05,Chuyển khoản nội bộ,Success
1176,TX00001176,2,416,,13,Counter,4100000,4100,2025-07-29 02:08:17,Nộp tiền mặt,Success
7022,TX00007022,3,854,479,21,Counter,2000000,0,2025-07-29 04:00:53,Thanh toán điện/nước/internet,Success
11090,TX00011090,3,614,652,11,Counter,11200000,5600,2025-07-29 04:42:38,Giao dịch thường,Success
9017,TX00009017,4,267,,25,Counter,1700000,0,2025-07-29 06:08:48,Giao dịch thường,Success
11642,TX00011642,3,725,438,11,Counter,100000,0,2025-07-29 06:12:52,Giao dịch thường,Success
1648,TX00001648,3,487,805,22,Counter,9400000,4700,2025-07-29 08:11:14,Chuyển khoản nội bộ,Success
9764,TX00009764,4,561,,30,Counter,4500000,0,2025-07-29 09:36:13,Chuyển khoản nội bộ,Success
3911,TX00003911,3,774,673,42,Counter,4600000,0,2025-07-29 10:42:00,Giao dịch thường,Success
7895,TX00007895,1,,124,31,Counter,2100000,0,2025-07-29 11:50:50,Chuyển khoản nội bộ,Success
5954,TX00005954,3,362,83,,InternetBanking,300000,150,2025-07-29 17:30:00,Nộp tiền mặt,Success
4621,TX00004621,3,216,320,,ATM,100000,50,2025-07-29 17:45:57,Rút tiền ATM,Success
9433,TX00009433,1,,646,23,Counter,5100000,0,2025-07-29 23:32:19,Thanh toán điện/nước/internet,Success
10210,TX00010210,3,71,511,3,Counter,23500000,11750,2025-07-30 01:57:52,Giao dịch thường,Success
4536,TX00004536,3,389,106,,InternetBanking,12000000,6000,2025-07-30 02:45:22,Thanh toán điện/nước/internet,Success
11316,TX00011316,3,358,405,28,Counter,1300000,0,2025-07-30 03:56:05,Nộp tiền mặt,Success
4035,TX00004035,4,484,,16,Counter,5800000,10000,2025-07-30 05:53:44,Giao dịch thường,Success
9541,TX00009541,2,559,,45,Counter,2300000,0,2025-07-30 06:13:26,Rút tiền ATM,Success
976,TX00000976,1,,35,9,Counter,11700000,0,2025-07-30 06:18:50,Nộp tiền mặt,Success
5959,TX00005959,4,18,,1,Counter,4300000,5000,2025-07-30 07:36:38,Thanh toán điện/nước/internet,Success
6109,TX00006109,1,,757,42,Counter,1900000,0,2025-07-30 08:34:47,Giao dịch thường,Success
4199,TX00004199,1,,375,14,Counter,11600000,0,2025-07-30 11:49:50,Giao dịch thường,Success
3484,TX00003484,1,,817,31,Counter,6300000,0,2025-07-30 14:23:58,Chuyển khoản nội bộ,Success
7939,TX00007939,4,756,,18,Counter,4900000,0,2025-07-30 15:03:41,Rút tiền ATM,Failed
11097,TX00011097,3,211,41,36,Counter,500000,0,2025-07-30 20:07:53,Rút tiền ATM,Success
9405,TX00009405,2,475,,30,Counter,2600000,0,2025-07-30 21:30:47,Nộp tiền mặt,Success
5126,TX00005126,3,664,258,6,Counter,300000,150,2025-07-30 23:33:12,Nộp tiền mặt,Success
664,TX00000664,2,80,,27,Counter,6600000,6600,2025-07-31 00:39:54,Giao dịch thường,Success
5968,TX00005968,3,533,769,8,Counter,600000,300,2025-07-31 01:41:35,Rút tiền ATM,Success
4772,TX00004772,1,,206,,InternetBanking,8800000,0,2025-07-31 01:46:06,Chuyển khoản nội bộ,Success
1544,TX00001544,3,445,831,18,Counter,1100000,0,2025-07-31 03:37:37,Chuyển khoản nội bộ,Success
5410,TX00005410,3,713,541,2,Counter,48600000,0,2025-07-31 03:46:54,Thanh toán điện/nước/internet,Success
6832,TX00006832,1,,516,20,Counter,1900000,0,2025-07-31 04:36:37,Nộp tiền mặt,Success
1956,TX00001956,4,209,,,InternetBanking,2200000,3000,2025-07-31 06:45:59,Giao dịch thường,Success
6558,TX00006558,2,487,,23,Counter,1400000,1400,2025-07-31 08:58:29,Thanh toán điện/nước/internet,Success
4378,TX00004378,1,,72,,InternetBanking,10900000,0,2025-07-31 09:58:41,Chuyển khoản nội bộ,Success
12327,TX00012327,5,555,,47,Counter,62829766,0,2025-07-31 10:00:00,Thanh toán khoản vay 93,Success
12408,TX00012408,5,411,,28,Counter,21566901,0,2025-07-31 10:00:00,Thanh toán khoản vay 116,Success
10145,TX00010145,3,414,407,43,Counter,22800000,0,2025-07-31 14:00:20,Nộp tiền mặt,Success
8866,TX00008866,1,,743,29,Counter,9700000,0,2025-07-31 15:50:13,Giao dịch thường,Success
981,TX00000981,3,566,228,24,Counter,100000,50,2025-07-31 20:22:52,Thanh toán điện/nước/internet,Success
9357,TX00009357,3,39,162,,InternetBanking,22600000,11300,2025-07-31 21:28:42,Thanh toán điện/nước/internet,Failed
8800,TX00008800,3,860,808,14,Counter,2700000,1350,2025-08-01 01:57:21,Rút tiền ATM,Success
7963,TX00007963,1,,538,34,Counter,9900000,0,2025-08-01 02:41:52,Thanh toán điện/nước/internet,Success
8411,TX00008411,3,311,520,32,Counter,7000000,3500,2025-08-01 03:11:05,Thanh toán điện/nước/internet,Success
2694,TX00002694,3,125,98,26,Counter,19300000,9650,2025-08-01 05:33:29,Rút tiền ATM,Success
6354,TX00006354,1,,97,5,Counter,10700000,0,2025-08-01 05:40:07,Rút tiền ATM,Success
8914,TX00008914,2,83,,15,Counter,400000,0,2025-08-01 07:26:19,Nộp tiền mặt,Success
840,TX00000840,2,142,,25,Counter,5300000,5300,2025-08-01 07:58:03,Giao dịch thường,Pending
7422,TX00007422,3,317,572,1,Counter,400000,200,2025-08-01 08:09:08,Thanh toán điện/nước/internet,Pending
2245,TX00002245,1,,297,,InternetBanking,7600000,0,2025-08-01 13:21:56,Chuyển khoản nội bộ,Success
2493,TX00002493,2,55,,18,Counter,600000,0,2025-08-01 14:35:18,Thanh toán điện/nước/internet,Pending
5394,TX00005394,1,,581,34,Counter,12900000,0,2025-08-01 14:54:02,Giao dịch thường,Success
7902,TX00007902,3,347,154,,InternetBanking,700000,0,2025-08-01 17:47:06,Chuyển khoản nội bộ,Success
3802,TX00003802,4,123,,47,Counter,1100000,0,2025-08-01 18:31:01,Rút tiền ATM,Success
1984,TX00001984,3,620,85,,InternetBanking,9000000,0,2025-08-01 22:34:12,Thanh toán điện/nước/internet,Success
9535,TX00009535,2,487,,7,Counter,2000000,0,2025-08-01 23:53:48,Giao dịch thường,Failed
4480,TX00004480,2,560,,27,Counter,100000,0,2025-08-02 01:02:47,Nộp tiền mặt,Success
8787,TX00008787,3,753,239,10,Counter,200000,100,2025-08-02 03:11:36,Chuyển khoản nội bộ,Success
10959,TX00010959,4,691,,44,Counter,400000,10000,2025-08-02 04:20:51,Chuyển khoản nội bộ,Success
1153,TX00001153,3,65,593,9,Counter,1600000,800,2025-08-02 05:26:18,Nộp tiền mặt,Success
8732,TX00008732,1,,110,46,Counter,12200000,0,2025-08-02 05:47:14,Thanh toán điện/nước/internet,Success
7092,TX00007092,3,455,42,13,Counter,8400000,4200,2025-08-02 10:25:11,Giao dịch thường,Success
9171,TX00009171,3,177,246,46,Counter,700000,350,2025-08-02 15:03:11,Giao dịch thường,Success
10797,TX00010797,2,378,,,InternetBanking,1300000,0,2025-08-02 15:35:37,Thanh toán điện/nước/internet,Success
9805,TX00009805,2,368,,46,Counter,3400000,0,2025-08-02 18:47:38,Rút tiền ATM,Success
11232,TX00011232,1,,664,32,Counter,2900000,0,2025-08-02 19:26:19,Rút tiền ATM,Success
1423,TX00001423,4,21,,5,Counter,500000,0,2025-08-02 20:43:19,Chuyển khoản nội bộ,Success
10606,TX00010606,1,,387,49,Counter,5100000,0,2025-08-02 21:29:00,Thanh toán điện/nước/internet,Success
957,TX00000957,3,526,631,45,Counter,1800000,0,2025-08-02 22:06:38,Chuyển khoản nội bộ,Success
2856,TX00002856,1,,265,12,Counter,9100000,0,2025-08-02 23:10:16,Thanh toán điện/nước/internet,Success
6134,TX00006134,3,507,677,,ATM,2400000,0,2025-08-03 06:50:09,Rút tiền ATM,Failed
2829,TX00002829,1,,838,,InternetBanking,1300000,0,2025-08-03 11:01:26,Nộp tiền mặt,Success
10090,TX00010090,1,,837,3,Counter,4100000,0,2025-08-03 11:48:49,Thanh toán điện/nước/internet,Success
1267,TX00001267,3,73,355,,InternetBanking,5500000,2750,2025-08-03 11:52:03,Chuyển khoản nội bộ,Success
7445,TX00007445,3,394,742,38,Counter,7300000,3650,2025-08-03 14:40:16,Thanh toán điện/nước/internet,Success
